student id,EnrollmentYear ,EXAM_year, UniversityName,Home-City,major ,GENDER,ScholarshipStatus,SocioEconomic_status,PartTime job,StudyHours/Week,Tutoring_Hours_per_week,attendance rate,SleepHours,priorGPA,examScore 
TR00218,2018,2020,Dokuz Eylul University,Samsun,Education,Female,No,Middle,No,8.1,0.0,0.706,5.93,2.51,81.2
TR00219,2015,2015,Istanbul University,Diyarbakir,Economics,Female,No,Low,Yes,12.3,0.8,0.821,6.84,2.57,81.0
TR00220,2015,2015,Ege University,Eskisehir,Medicine,Male,No,Middle,YES,17.3,2.9,0.741,6.63,2.3,81.1
TR00221,2015,2015, Bogazici University,Antalya,Business,Female,Yes,Middle,Yes,20.2,0.5,NA,8.59,3.14,100.0
TR00222,2015,2017,Koc University,Samsun,Education,Male,Yes,Low,No,17.8,0.0,0.761,8.16,2.62,79.1
TR00223,2020,2020,Dokuz Eylul University,Gaziantep,Statistics,Male,Yes,Low,No,16.2,5.2,0.785,5.89,2.5,91.9
TR00224,2015,2015,Dokuz Eylul University,Eskisehir,Education,Female,Yes,High,No,21.0,3.4,0.804,6.33,2.69,95.0
TR00225,2016,2018,Ankara University,Diyarbakir,Psychology,Male,No!,Middle,Yes,20.0,4.9,0.674,5.98,2.84,90.1
TR00226,2016,2019,Istanbul University,Istanbul,COMPUTER SCIENCE,Male,No,Low,Yes,21.3,5.0,0.794,6.95,3.37,100.0
TR00227,2015,2015,Dokuz Eylul University,Antalya,Education,Male,No,High,No,13.8,0.2,0.722,8.38,2.78,80.8
TR00228,2017,2017, Istanbul University,İzmir,Education,Female,No,High,No,13.0,NA,0.631,7.24,2.83,82.9
TR00229,2021,2021,Ankara University,Bursa#,Economics,NA,No,Middle,No,NA,0.9,0.974,7.46,3.76,100.0
TR00230,2016,2020,Koc University,Ankara,Law, Male,No,Middle ,no,12.0,5.0,0.836,6.65,3.24,95.2
TR00231,2015,2017,Gazi University,Kayseri,Education,Female,Yes,High,No,24.0,0.6,0.99,7.22,3.47,100.0
TR00232,2015,2015,Hacettepe University,Izmir,Engineering,Female,No, High,No,18.9,4.6,0.737,6.6,3.02,100.0
TR00233,2020,2020,dokuz eylul university,Ankara#,EDUCATION,Male,No,Middle,No,16.2,2.9,0.858,5.74,2.58,73.9
TR00234,2016,2019,ITU,Eskisehir,Engineering!,Female,No,Middle,Yes,15.1,3.1,0.842,7.18,2.4,87.6
TR00235,2015,2015,Hacettepe University , Mersin,Business,Male,no,Middle,Yes,10.4,0.0,0.755,6.97,2.71,65.2
TR00236,2016,2017,Ankara University,Kayseri,Education,Female,No,Middle, No,31.9,0.8,0.704,5.71,3.04,100.0
TR00237,2015,2016,Ege University,Konya,Medicine ,Male,Yes,Low,Yes,21.0,4.3,0.769,7.97,2.27,90.4
TR00238,2016,2018,ITU,Adana,Medicine,Male,No,Middle,No,37.9,5.5,0.87,5.79,3.35,100.0
TR00239,2020,2021,Bogazici University,Istanbul,Business,Female,No!,High,No,17.2,1.0,0.867,7.51,2.8,94.3
TR00240,2017,2017,Hacettepe University,Antalya ,Psychology,Female,Yes,Middle,No,20.9,0.0,0.84,6.62,3.44,93.9
TR00241,2016,2020,NA,Samsun,Enginering,Male,No,Middle,No,31.5,4.4,0.892,7.83,2.98,100.0
TR00242,2015,2015,HACETTEPE UNIVERSITY,Mersin,Architecture,Male,No,Middle,Yes,18.6,1.6,0.838,6.54,2.74,83.9
TR00243,2015,2018,Dokuz Eylul University,Diyarbakir,Engineering,Male,No,Low,No,21.1,0.0,0.778,5.57,2.24,74.4
TR00244,2015,2015,Koc University,Mersin!,Statistics,Female,No,Middle,No,17.9,2.9,0.698,NA,2.29,73.6
TR00245,2016,2020,ITU,Izmir,Architecture,Female,No,Middle,No,21.1,2.8,0.835,8.14,3.43,100.0
TR00246,2015,2015,Bilkent University,Istanbul!,Business,Female,No,Low,Yes,23.2,0.5,0.71,6.25,2.83,93.3
TR00247,2015,2016,Yildiz Technical University,Bursa,Business,Male,No,Low,No,6.5,1.5,0.831,7.89,2.73,67.0
TR00248,2015,2018,Hacettepe University,Trabzon,Business,Female,No,High,No,5.6,2.1,0.928,7.48,3.52,84.7
TR00249,2015,2018,Bogazici University,Ankara,Computer Science,Female,No,Low,No,12.0,3.7,0.855,6.87,2.01,76.8
TR00250,2016,2020,Bogazici University,Ankara,Engineering,Male,Yes,Low,no,18.6,0.9,0.944,7.65,3.11,95.4
TR00251,2020,2021,METU,İzmir,Enginering,MALE,No,High,NA,28.6,4.6,0.739,6.04,2.21,91.9
TR00252,2015,2016,Hacettepe University,Gaziantep,Engineering,Female,Yes,Middle,No,27.0,5.5,0.927,6.76,NA,100.0
TR00253,2015,2017,Yildiz Technical University,Gaziantep,Business,Female,No,Middle,No,12.2,0.4,0.954,7.38,2.32,87.2
TR00254,2015,2015,GAZI UNIVERSITY,Samsun,Medicine,Male,No,High,No,27.8,0.2,0.825,6.88,3.31,99.2
TR00255,2016,2019,Dokuz Eylul University,Konya,Computer Science,Male,No,Low,No,15.9,4.4,0.99,6.44,1.92,68.5
TR00256,2015,2015,Istanbul University,Adana,Statistics,Female,No,Middle,NA,9.9,1.3,0.701,8.64,2.45,69.9
TR00257,2015,2015,Koc University,Kayseri,Economics, Male,Yes,Middle,No,20.5,2.5,0.789,7.94,2.34,78.5
TR00258,2015,2017,Yildiz Technical University ,Bursa,Law,Male,No,High,No,25.1,5.1,0.872,7.58,2.62,96.7
TR00259,2015,2015,ISTANBUL UNIVERSITY,Samsun,Business,Female,No,Middle,No,12.1,0.0,0.824,8.32,2.42,69.7
TR00260,2015,2016,Istanbul University ,Istanbul,Psychology, Female,No,Middle,No,26.2,0.0,0.761,6.81,3.5,99.1
TR00261,2015,2016,BILKENT UNIVERSITY,Gaziantep,Architecture,Female,Yes,Middle,no,26.2,1.7,0.89,6.46,2.85,100.0
TR00262,2016,2018,METU,Konya,NA,Male, No,Middle,No,26.8,3.4,0.848,5.87,3.76,100.0
TR00263,2019,2020,Yildiz Technical University,Konya,Statistics,Female,No,Middle,No,19.2,8.1,0.773,6.4,3.62,100.0
TR00264,2020,2021,Yildiz Technical University,Izmir,Engineering ,Male,No,Middle,Yes,30.5,3.2,0.785,5.56,3.86,100.0
TR00265,2017,2019,Bilkent University ,Bursa ,Education,Male, Yes,Middle,No!,28.7,0.0,0.901,6.26,3.09,NA
TR00266,2015,2015,Hacettepe University,Eskisehir,Education,Female,NO,Middle#,No,11.5,0.4,0.771,7.42,2.8,84.5
TR00267,2015,2015,Hacettepe University,Kayseri,Medicine,Male,No,Middle ,No!,27.1,2.3,0.861,7.46,3.04,96.4
TR00268,2015,2017,Hacettepe University ,Adana,Architecture#,Male,No,Middle, No,15.1,3.2,0.751,7.8,2.51,85.4
TR00269,2019,2020,Ege University,Antalya,Engineering,Female,No,High,No,17.1,3.2,0.766,6.09,2.96,94.1
TR00270,2016,2016,ISTANBUL UNIVERSITY,Izmir,Computer Science,Female,No,Middle,Yes,11.6,0.9,0.859,7.49,2.28,90.4
TR00271,2019,2019,Ege University,Kayseri,Medicine,Female,No,High,No,24.7,2.0,0.869,7.71,2.07,80.3
TR00272,2015,2018,METU,Antalya,Business,Male,No,High,No,17.8,0.4,0.669,6.8,3.09,100.0
TR00273,2015,2016,Koc University,Antalya, Computer Science,Male,No,Middle,Yes,13.8,2.2,0.74,7.83,2.48,85.9
TR00274,2017,2020,Bilkent University,Diyarbakir#,Law,Female,YES,Middle,Yes,18.5,1.7,0.829,7.44,2.4,100.0
TR00275,2018,2021,yildiz technical university,Bursa,Business,Male,No,High,No,19.0,1.1,0.831,5.96,2.54,96.1
TR00276,2015,2018,Dokuz Eylul University,Diyarbakir,Economics,Male,No,Middle,Yes,12.4,3.6,0.819,8.67,3.39,84.9
TR00277,2018,2021,Istanbul University,Bursa,Education,Male,No,High,No,16.0,0.2,0.829,6.49,3.11,96.8
TR00278,2015,2017,Ege University,Samsun,Engineering,Female,No,Middle,Yes,16.6,1.9,0.759,7.56,1.99,72.4
TR00279,2015,2017,Ege University,Istanbul,Business,FEMALE,Yes,Middle,Yes,10.9,0.0,0.777,7.7,2.19,71.6
TR00280,2015,2015,Ankara University,Konya,Architecture,Female ,No,low,Yes,12.1,2.2,0.857,5.95,2.49,70.9
TR00281,2021,2021,EGE UNIVERSITY,Kayseri,Psychology,Male,No,Middle,No,18.9,1.7,0.876,7.12,3.1,92.2
TR00282,2017,2020,Koc University,Izmir,Business,Female,Yes,High,No,13.4,0.0,0.872,7.87,2.56,91.5
TR00283,2018,2019,Gazi University,Samsun,Education,Male,No,Middle,Yes,5.6,0.5,0.777,6.13,NA,72.4
TR00284,2018,2018,Yildiz Technical University,Trabzon,Education,Female ,No,Middle,Yes,15.8,2.9,0.726,6.9,2.79,93.2
TR00285,2015,2016,Gazi University,Ankara,Psychology,Female,No,High,No,20.2,2.1,0.795,7.73,2.98,87.9
TR00286,2016,2020,Yildiz Technical University,Izmir,Law,Female,Yes,Middle,Yes,23.7,2.4,0.875,7.43,1.88,75.9
TR00287,2020,2020,Bilkent University,Istanbul,Medicine,Male,No,Middle,No,23.9,4.5,0.898,6.51,2.95,100.0
TR00288,2015,2017,Yildiz Technical University,Adana,Medicine,Female,Yes,Middle,No,25.9,2.6,0.788,8.0,2.06,98.8
TR00289,2021,2021,Gazi University,Mersin,Economics,Female,No,Middle,Yes,17.8,0.5,0.778,7.8,2.63,86.9
TR00290,2015,2015,YILDIZ TECHNICAL UNIVERSITY,Mersin,Law,Male,Yes,Low,Yes,12.0,4.4,0.83,7.12,2.42,82.6
TR00291,2015,2015,Bilkent University,Konya,Engineering,Female ,No,Middle,Yes,22.4,4.1,0.805,6.09,2.31,98.1
TR00292,2017,2018,Bilkent University,Mersin,Computer Science,Female,No,Middle,No,25.2,1.4,0.854,5.85,3.28,100.0
TR00293,2015,2017,METU,Mersin, Economics,Male ,No,Middle,No,20.7,0.0,0.731,7.22,2.26,89.6
TR00294,2020,2020,Yildiz Technical University,Ankara,Economics,Female,No,Middle,Yes,24.8,0.4,0.676,7.72,2.55,97.0
TR00295,2019,2019,Dokuz Eylul University ,Gaziantep,Psychology ,FEMALE,Yes,Middle,No,21.5,2.2,0.934,6.78,3.41,100.0
TR00296,2015,2017,Ankara University,Diyarbakir,Business,Female,No,Low,Yes,13.7,0.7,0.891,6.19,2.46,77.8
TR00297,2015,2018,Hacettepe University,Adana,Engineering,Female!,No,Middle,No,22.0,3.3,0.701,7.54,2.37,92.7
TR00298,2018,2018,BOGAZICI UNIVERSITY,Diyarbakir, Education,Female,No,Low,Yes,11.5,3.9,0.768,7.09,2.49,94.3
TR00299,2015,2017,Bilkent University,Bursa,Engineering,Female,Yes,Middle,No,16.4,2.7,0.905,7.46,3.08,91.3
TR00300,2018,2018,ITU,Antalya, Computer Science,Female,No,High,No,11.6,2.8,0.644,6.77,3.26,85.3
TR00301,2016,2017,Hacettepe University,Gaziantep,Education,Female,No,Middle,No,17.6,2.1,0.734,6.72,2.35,73.4
TR00302,2015,2016,koc university,Diyarbakir,Economics,Male, No, Middle,No ,24.7,0.0,0.813,6.37,2.51,98.8
TR00303,2017,2017,Istanbul University,Izmir,Education,Female,Yes,Low,No,12.8,0.4,0.792,7.55,2.57,76.7
TR00304,2017,2021,Yildiz Technical University,Izmir,Business,Female,Yes,Low,No,26.9,3.0,0.857,6.46,3.03,97.7
TR00305,2016,2017,Gazi University,Diyarbakir ,Business,Male,No,Middle,Yes,11.7,1.3,0.888,7.41,2.43,78.0
TR00306,2018,2018,Bogazici University,Diyarbakir,Engineering!,Male,No,Low,Yes,8.5,3.6,0.702,6.54,2.72,86.1
TR00307,2019,2021,ITU ,Mersin,Economics,Female,No,Middle,No,24.9,1.7,0.824,7.19,2.49,94.6
TR00308,2015,2018,Hacettepe University,bursa,Architecture ,Male,No,Low,NA,15.3,4.2,0.742,7.39,1.72,71.9
TR00309,2015,2015,Yildiz Technical University,Istanbul,Economics,Female,No,High#,No,23.1,2.1,0.831,7.11,3.2,100.0
TR00310,2015,2015,METU,Kayseri,Law,Female,No,Middle,No,10.3,2.5,0.82,7.96,2.95,85.0
TR00311,2019,2021,Istanbul University,Gaziantep,Law,Male, No,Low,No,22.9,4.4,0.99,6.47,3.36,99.9
TR00312,2015,2016,Bogazici University,Gaziantep,Law,Female,No,High,No,13.6,4.2,0.939,7.69,1.99,87.0
TR00313,2015,2015,Ankara University,Diyarbakir,Engineering,Female,Yes,Middle,No,23.2,6.4,0.714,7.03,2.49,100.0
TR00314,2015,2017, METU,Eskisehir,Economics,Female,No,Low,No,22.4,1.3,NA,6.22,2.59,91.3
TR00315,2017,2018,ITU,Adana,Computer Science,Male,No,Middle ,No,25.4,6.6,0.758,5.25,3.62,100.0
TR00316,2015,2015,Koc University,Konya ,Medicine,Female,Yes,Middle,No,28.4,1.7,0.741,5.33,2.77,93.8
TR00317,2015,2015,Bogazici University,Adana,Medicine,Male,No,Middle,No,19.7,6.6,0.711,5.18,2.03,79.3
TR00318,2015,2016,METU,Kayseri,Engineering,Female,Yes,Low,YES,23.8,2.4,0.776,6.92,2.88,96.2
TR00319,2019,2021,Istanbul University,Izmir,Business,Male,No,Middle,No,23.6,1.1,0.761,6.57,3.44,100.0
TR00320,2018,2021,Ankara University,Diyarbakır,Psychology ,Male,No,Low,Yes,NA,1.9,0.699,7.09,2.99,74.2
TR00321,2018,2020,METU,Izmir,Engineering,Male,No,Low,Yes,15.6,2.0,0.932,6.68,2.95,88.3
TR00322,2015,2016,Ege University,İzmir,Engineering,Male, No,High ,No,28.8,2.7,0.766,7.14,3.06,100.0
TR00323,2017,2017,Ankara University#,Eskisehir,Economics,Male,Yes, Middle,No ,16.5,0.3,0.805,7.53,1.79,69.9
TR00324,2018,2021,ITU,Izmir,Computer Science,Female,No,Middle,No,18.2,0.6,0.879,7.03,2.83,90.6
TR00325,2015,2018,Koc University,Kayseri,Computer Science,Female,Yes,Middle,No,23.8,2.5,0.804,6.91,2.97,100.0
TR00326,2016,2016,Istanbul University,Samsun,Business,NA,No,Low,No,11.6,4.3,0.727,7.31,2.47,74.8
TR00327,2015,2015,dokuz eylul university,Bursa,Education,Male,No,High,No,15.0,0.4,0.799,8.2,3.18,85.6
TR00328,2015,2018,Yildiz Technical University,Trabzon,Computer Science,Male,No,Low,Yes,16.7,4.7,0.931,5.18,2.66,100.0
TR00329,2016,2018,Gazi University, Konya,Psychology,Female,No,Low,No,15.2,0.5,0.781,6.55,2.49,82.6
TR00330,2015,2015,Gazi University,Diyarbakir,Education,Female,No,Middle,No,20.7,0.0,0.747,7.61,3.3,92.6
TR00331,2015,2016,Gazi University,Kayseri,Medicine,Female,No,Middle,YES,10.6,4.2,0.804,7.86,2.39,80.4
TR00332,2015,2015,Bogazici University,Mersin,Medicine,Male,No,Middle,No,31.3,6.3,0.796,6.94,2.91,100.0
TR00333,2016,2020,ITU,samsun,Engineering,Female,No,Low ,No,29.7,3.7,0.99,6.5,3.36,100.0
TR00334,2018,2018,Istanbul University,Konya,Economics,Male,No,Middle,No,14.5,2.9,0.757,8.6,2.24,79.3
TR00335,2019,2019,Ankara University,Kayseri, Statistics,Male,No,Middle,NO,26.2,4.8,0.959,6.9,2.5,100.0
TR00336,2016,2019,Bogazici University,Samsun!,Business,Female,No,Low,Yes,7.8,1.7,0.863,7.08,3.21,90.0
TR00337,2017,2017,ITU,Izmir,Medicine,Female,Yes,High,No,24.8,3.1,0.809,7.86,2.65,100.0
TR00338,2021,2021,Yildiz Technical University,Bursa,Education,Female,No,Low,No,11.7,2.4,0.82,7.57,2.96,71.2
TR00339,2015,2015,Ege University,Diyarbakir,LAW,Female!,Yes,Middle,No,23.7,2.8,0.758,7.58,2.06,100.0
TR00340,2015,2015,Istanbul University,Gaziantep,Engineering,Female!,No,Middle,NA,11.5,0.6,0.777,8.04,1.49,63.0
TR00341,2015,2017,Gazi University,Adana,Economics,Female,Yes,Low,No,27.6,2.7,0.809,6.41,3.05,100.0
TR00342,2017,2017, METU,Antalya,Business,Male,No,Middle,Yes,11.0,1.2,0.783,8.38,2.62,84.0
TR00343,2017,2017,Dokuz Eylul University,Trabzon,Education,Female,No,High,Yes,15.5,NA,0.657,4.86,2.93,84.2
TR00344,2015,2018,Istanbul University,Bursa,Engineering,Female,Yes,Low,Yes,23.4,3.3,0.795,5.01,3.55,100.0
TR00345,2018,2020,NA,Gaziantep,Medicine,Male,No,High,Yes,27.9,1.4,0.758,5.91,2.32,100.0
TR00346,2015,2015,Koc University!,Istanbul,Business,Male,No,Middle!,No,11.4,0.0,NA,6.86,2.76,81.4
TR00347,2016,2018,ITU,Diyarbakir,Medicine,Female,No,Low,Yes,33.7,4.2,0.814,6.57,3.49,100.0
TR00348,2015,2017, Hacettepe University,Kayseri,Computer Science,Male,No,Middle,No ,18.7,4.0,0.802,6.43,2.27,83.7
TR00349,2015,2015,Yildiz Technical University,Istanbul,business,Female,Yes,Middle,No,10.6,0.6,0.879,7.21,2.54,79.9
TR00350,2015,2018, Ege University,Gaziantep,Economics,Male,Yes,Middle,No,23.5,0.1,0.833,6.67,2.14,89.3
TR00351,2016,2020,Yildiz Technical University,Bursa,Architecture,Male,Yes,Middle,No,22.9,0.7,0.879,8.46,3.9,100.0
TR00352,2016,2018,Istanbul University,Kayseri,Computer Science,Male,No,High,Yes,27.3,3.3,0.795,5.83,1.97,97.9
TR00353,2019,2020,Hacettepe University,Diyarbakir,Engineering,female,Yes,High,Yes,20.6,5.3,0.804,5.32,3.26,100.0
TR00354,2017,2017,Bilkent University ,Mersin,Law,Male,No,Middle,Yes,11.9,3.0,0.762,7.83,2.04,73.2
TR00355,2018,2020,Ankara University ,Antalya,Education,Female,No,Middle,No,17.6,3.1,0.924,6.44,2.45,94.1
TR00356,2015,2015,METU,Izmir,Computer Science,Female,No,Middle,Yes,15.3,0.9,0.802,6.76,3.19,96.2
TR00357,2016,2017,Hacettepe University,Kayseri,Engineering,Female,No,Middle,No,19.1,2.7,0.714,6.45,2.34,85.4
TR00358,2015,2015,ITU,Mersin,Statistics,Female,No,Low,No,24.0,4.6,0.782,7.41,3.02,100.0
TR00359,2019,2019,Gazi University,Diyarbakir,Business,female,No ,Middle,No,27.6,0.0,0.802,5.61,3.57,100.0
TR00360,2015,2016,Bilkent University,Diyarbakir,Engineering,Male ,No,Middle,Yes,17.9,1.7,0.77,4.51,2.8,88.4
TR00361,2018,2020,METU ,Kayseri,Engineering,Male,No,Low ,No,18.2,4.9,0.834,8.03,3.06,99.1
TR00362,2015,2016,Dokuz Eylul University,Bursa,Engineering,Female,No,Low,Yes,18.5,3.8,0.694,6.93,2.59,94.7
TR00363,2016,2016,EGE UNIVERSITY,Mersin,Education,Female!,Yes,Middle,No,17.5,0.0,0.835,7.87,2.96,93.3
TR00364,2016,2020,Gazi University!,Bursa,ENGINEERING,Female, Yes,Middle,No,25.5,0.2,0.815,7.78,2.62,93.0
TR00365,2015,2017,Istanbul University,Samsun,Engineering,Female,No,Middle,No,30.0,4.9,0.907,5.91,3.86,100.0
TR00366,2018,2019,Hacettepe University,Gaziantep,Psychology,Female,No,Middle,No,21.6,0.0,0.74,6.94,3.15,98.4
TR00367,2015,2015,METU,Ankara ,Economics,Male,No,Middle,Yes!,7.4,2.6,0.769,7.47,2.83,75.9
TR00368,2016,2018,Koc University,Kayseri,Engineering,Female,Yes,Middle,No,20.2,1.9,0.785,6.85,3.15,100.0
TR00369,2015,2015,Bogazici University,Trabzon,Engineering,Female,Yes,Low,No,13.7,5.1,0.989,6.88,2.46,98.6
TR00370,NA,2018,Koc University,Diyarbakir,Engineering,Female,No,Low,Yes,27.1,1.7,0.871,6.31,3.24,100.0
TR00371,2015,2015,ANKARA UNIVERSITY,NA,Medicine,Male,Yes,Middle,No,16.0,7.7,0.709,7.93,3.33,92.0
TR00372,2017,2020,Koc University,Kayseri,Comp. Science,Male,No,Middle,No,15.3,3.2,0.756,6.87,2.05,80.0
TR00373,NA,2019,Dokuz Eylul University,Gaziantep,Engineering,Male,Yes,Low,No,20.5,4.3,0.91,7.4,3.05,94.7
TR00374,2015,2018,Ankara University,Konya,Engineering,Male,Yes,Middle,No,26.6,1.6,0.877,7.02,3.0,100.0
TR00375,2021,2021,Bilkent University,Trabzon,Education ,Female,No,Low,No!,13.3,1.4,0.854,6.37,2.47,79.0
TR00376,2017,2017,Ege University,Diyarbakir,Comp. Science,Female,No,Middle,No,19.6,2.4,0.835,7.19,2.31,80.9
TR00377,2015,2015,Bilkent University,Istanbul,Business,Male,No,Middle,No,12.9,4.1,0.896,5.92,3.27,100.0
TR00378,2015,2015,Bogazici University,Diyarbakir,Law,Female,Yes,Middle,No,19.0,2.4,0.902,NA,3.0,99.4
TR00379,2015,2018,ITU,samsun,Economics,Male,No,High,Yes,7.9,2.3,0.747,7.77,2.57,87.6
TR00380,2017,2017,Ege University!,Izmir,Business,Female,Yes,Low,Yes,7.1,2.7,0.694,7.97,2.75,76.1
TR00381,2015,2017,Koc University,Mersin,Business,Female, No,High,No,25.9,2.0,0.685,6.0,2.85,100.0
TR00382,2018,2020,Yildiz Technical University,Diyarbakir,Economics ,Male, No,Middle,No,21.4,0.0,0.812,6.47,2.52,85.7
TR00383,2019,2021,NA,Ankara,Architecture,Male,Yes,Middle,No,27.0,5.3,0.693,6.96,2.92,100.0
TR00384,2020,2020,Ege University,Antalya,Engineering,Male,No,Middle#,Yes,21.3,1.4,0.79,6.27,2.76,100.0
TR00385,2017,2020,Ege University,Antalya,Education,Female,Yes,Middle,Yes,12.2,0.9,0.765,5.38,1.97,66.5
TR00386,2019,2020,Bogazici University,Antalya,engineering,Female,No,Middle,No,26.7,5.3,0.976,6.3,2.72,100.0
TR00387,2018,2020,Istanbul University!,Bursa,Education,Female,No,Middle,No,20.4,4.1,0.847,7.15,2.33,NA
TR00388,2018,2020,Koc University ,Antalya,Computer Science,Female,No!,Low,Yes,25.1,4.5,0.768,7.39,1.99,100.0
TR00389,2016,2019,Bogazici University,Izmir,Psychology,Female,Yes,Low,No,16.8,1.1,0.711,8.39,2.88,87.8
TR00390,2015,2017,Ege University,Samsun ,Engineering,Female,No,Middle,No,28.5,3.0,0.719,6.78,2.52,100.0
TR00391,2016,2020,METU,Istanbul,Law,Female,NO,Middle ,No,5.2,2.1,0.875,7.84,3.1,81.9
TR00392,2015,2017,ITU,antalya,Business,Female,No,Middle,No,21.2,1.5,0.795,7.67,2.02,81.4
TR00393,2016,2017,Bogazici University,Trabzon,Computer Science,Female,No,Low,Yes,16.2,1.2,0.973,5.16,2.63,84.5
TR00394,2015,2016,Istanbul University,Kayseri,Law,Female,No ,middle,No,21.7,3.8,0.813,6.07,2.55,99.5
TR00395,2019,2019,Hacettepe University,Trabzon,Law,Female,No,High, No,15.7,1.8,0.834,7.15,2.12,74.0
TR00396,2016,2020,Bilkent University,Kayseri,BUSINESS,Female,Yes,NA,Yes,6.0,0.0,0.685,8.35,2.66,77.6
TR00397,2015,2015,Ege University,Bursa,economics,Female,Yes,Middle,No,19.0,0.8,0.916,7.47,2.27,96.7
TR00398,2015,2018,Koc University,Izmir,Business,Male,No ,Middle,No,7.2,1.6,0.746,7.59,2.69,78.5
TR00399,2019,2021,Yildiz Technical University,istanbul,Engineering,Female!,No,High,No,22.0,0.4,0.862,6.7,3.24,100.0
TR00400,2015,2015,Hacettepe University,Ankraa,Statistics,female,no,Middle,No,14.1,3.8,0.885,7.46,2.88,81.4
TR00401,2015,2019,Ankara University,Gaziantep ,Computer Science,Female,No,Middle,Yes,18.5,3.0,0.778,6.26,2.92,80.0
TR00402,2015,2018,Gazi University,Istanbul,Architecture,Male,NO,High,No,26.0,4.3,0.961,6.14,3.55,100.0
TR00403,2018,2019,Istanbul University,Gaziantep,Medicine,Male,No,Middle,Yes,23.7,3.6,0.721,6.03,2.69,90.5
TR00404,2016,2017,Yildiz Technical University,Trabzon,Psychology,Male,No,Middle,No,18.7,0.0,0.954,8.05,2.57,96.1
TR00405,2018,2018,Gazi University,Konya,Education,Male,Yes,Low,Yes,16.6,0.0,0.688,6.12,2.4,77.3
TR00406,2015,2017,Istanbul University,Gaziantep,Computer Science,Female,No,Low,Yes,15.2,2.6,0.834,6.52,2.37,81.6
TR00407,2015,2015,Koc University,Samsun,Computer Science,Male,No,High ,No,17.4,1.9,0.809,7.39,2.36,88.0
TR00408,2015,2015,METU ,Adana,Econnomics,Male,No,Middle,No,25.2,0.7,0.763,6.08,3.21,100.0
TR00409,2017,2018,Koc University,Samsun,Education!,Female,No,Middle,Yes,11.7,1.2,0.637,7.12,2.84,NA
TR00410,2017,2018,Bilkent Universty,Diyarbakir,Business,Female,No ,Low,No,19.3,0.9,0.799,7.14,1.97,NA
TR00411,2018,2020,Hacettepe University,Kayseri ,Engineering,Female,No,Middle,No,27.0,3.2,0.794,6.23,2.49,98.0
TR00412,2016,2019,ITU,Izmir,economics,Male,Yes,Middle,No,11.4,0.8,0.854,6.99,2.28,87.5
TR00413,NA,NA,Istanbul University,Eskisehir,Architecture,Male,No,Low,No,17.4,3.6,0.878,6.26,2.86,88.4
TR00414,2015,2019,Koc University,Bursa,Psychology,Male,Yes,High,No,19.9,0.6,0.775,8.05,3.43,99.0
TR00415,2016,2020,ITU#,Trabzon,STATISTICS,Female,No,Low,Yes,5.6,5.0,0.911,7.33,2.75,78.7
TR00416,2017,2017,Bilkent University,Adana,Computer Science,Female,No,Middle,No,20.5,3.6,0.777,6.09,2.45,84.6
TR00417,2017,2018,Ege University,Gaziantep,Medicine,Female,No,Middle,Yes,21.0,3.8,0.818,6.76,2.6,98.1
TR00418,2015,2015,Ankara University,Antalya,Engineering,Female,Yes,Low,No,28.7,3.1,0.847,6.82,2.25,91.7
TR00419,2016,2019,Hacettepe University,Izmir,Engineering,Male,Yes,High,No,25.7,0.2,0.824,4.98,2.4,92.8
TR00420,2017,2019,Bilkent University,Adana,Enginering, Male,yes,Middle,Yes,27.7,5.1,0.793,7.53,3.3,100.0
TR00421,2015,2015,Bilkent University,Bursa,Economics,Female,No,Middle,Yes,13.8,0.5,0.695,6.09,3.28,81.3
TR00422,2019,2020,Koc University,Kayseri,Engineering,Male,No,Low,No,23.3,3.5,0.789,8.51,2.38,100.0
TR00423,NA,2019,METU,Trabzon,Business,Female,Yes,Low,No,14.8,2.4,0.733,7.73,2.67,86.5
TR00424,2021,2021,Gazi University,İzmir,Architecture,Male, No, Low,Yes,16.4,2.3,0.726,5.9,2.9,87.9
TR00425,2016,2017,Ankara University,Bursa,Business,Female,No,Middle,Yes,28.9,3.4,0.733,6.17,2.16,90.6
TR00426,2016,2018,Hacettepe University,Konya,Psychology,Female,No,Middle,No,22.0,0.0,0.888,7.62,2.47,97.8
TR00427,2015,2015,Ege University,Konya,Computer Science,Female,NO,High,Yes,11.6,5.2,0.743,6.75,3.59,91.0
TR00428,2017,2018,EGE UNIVERSITY,Samsun,Medicine#,Female,No,Middle,No,45.0,4.6,0.784,7.13,2.64,100.0
TR00429,2019,2021,Bogazici University,Samsun,Economics,Female ,No,High,No,17.0,1.0,0.838,6.73,2.71,100.0
TR00430,2019,2019,Bilkent University,Bursa,Engineering,Male,No,Middle,No,25.5,2.4,0.834,6.71,2.6,97.6
TR00431,2019,2019,Istanbul University,Adana,Economics,male,Yes,MIDDLE,No,24.2,0.0,0.793,7.57,2.02,76.1
TR00432,2020,2021,METU,Samsun,Computer Science,Male,No,Low ,No,14.2,1.8,0.852,7.6,2.67,83.6
TR00433,2015,2015,Ankara University,Trabzon,Engineering,Female,No, Middle,No,17.0,2.2,0.806,6.29,2.71,93.7
TR00434,NA,2017,Koc University,Izmir,MEDICINE,male,No,Low,Yes,35.7,4.4,0.723,6.57,2.86,100.0
